序号,province,year,文件名,topic,topic_name,topic_main_dimension,topic_secondary_code,topic_secondary_name,topic_match_strength
552,江西省,2016,鹰潭市人民政府办公室关于印发鹰潭市PPP工程建...(FBM-CLI.12.8048774).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.25
553,江西省,2017,九江市人民政府办公厅关于调整市推进政府与社...(FBM-CLI.14.1283908).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.75
554,江西省,2017,抚州市人民政府办公室关于印发抚州市本级政府...(FBM-CLI.12.1262463).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.875
555,江西省,2017,景德镇市人民政府办公室关于成立景德镇市政府...(FBM-CLI.14.1485587).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
556,江西省,2017,景德镇市人民政府办公室关于规范景德镇市实施...(FBM-CLI.12.1485618).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.875
557,江西省,2017,江西省财政厅关于印发《江西省财政厅政府与社...(FBM-CLI.12.1291455).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.5
558,江西省,2017,江西省财政厅关于印发江西省财政厅政府和社会...(FBM-CLI.12.1408952).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.5
559,江西省,2017,江西省财政厅关于印发江西省财政厅政府和社会...(FBM-CLI.12.2219113).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.5
560,江西省,2017,江西省财政厅关于第二次征集政府与社会资本合...(FBM-CLI.14.2224937).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.5
561,江西省,2017,江西省财政厅关于第二次征集政府和社会资本合...(FBM-CLI.14.2229504).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.625
562,江西省,2017,赣州市人民政府关于加快推进政府和社会资本合...(FBM-CLI.12.6025384).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.5
563,江西省,2018,江西省交通运输厅关于加强普通国省干线公路P...(FBM-CLI.12.5405776).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.375
564,江西省,2019,中共江西省委员会、江西省人民政府关于全面实...(FBM-CLI.12.6145918).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
565,江西省,2020,江西省财政厅转发财政部关于印发《政府会计准...(FBM-CLI.14.5333147).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.25
566,江西省,2022,江西省财政厅转发财政部关于修订发布《政府和...(FBM-CLI.12.5333047).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.25
567,江西省,2023,江西省财政厅关于印发《江西省政府和社会资本...(FBM-CLI.12.6509121).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.25
568,江苏省,2014,南京市人民政府关于成立南京市“政府和社会资...(FBM-CLI.14.2318999).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
569,江苏省,2014,江苏省关于推进政府与社会资本合作(PPP)模式有关...(FBM-CLI.12.5012072).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.875
570,江苏省,2014,江苏省财政厅关于推进政府与社会资本合作(PPP)模...(FBM-CLI.12.1014479).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.875
571,江苏省,2014,江苏省财政厅关于转发财政部《政府与社会资本...(FBM-CLI.14.5012068).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.375
572,江苏省,2014,沭阳县政府办公室关于成立政府与社会资本合作...(FBM-CLI.14.7985766).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
573,江苏省,2014,泰州市财政局关于转发省财政厅关于推进政府与...(FBM-CLI.12.6111553).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.875
574,江苏省,2015,南京市政府印发关于创新财政支持方式促进经济...(FBM-CLI.12.1113751).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.25
575,江苏省,2015,南京市浦口区人民政府关于转发《市财政局关于...(FBM-CLI.14.7864185).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.0
576,江苏省,2015,如东县政府关于建立如东县政府与社会资本合作...(FBM-CLI.14.7981071).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.375
577,江苏省,2015,常熟市人民政府办公室关于成立常熟市政府和社...(FBM-CLI.14.7895852).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
578,江苏省,2015,徐州市政府关于推进政府与社会资本合作(PPP)模式...(FBM-CLI.14.1077684).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,1.0
579,江苏省,2015,徐州市政府办公室关于成立政府和社会资本合作...(FBM-CLI.14.4062271).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
580,江苏省,2015,无锡市政府办公室印发无锡市关于推进政府和社...(FBM-CLI.14.1139621).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
581,江苏省,2015,无锡市财政局关于报送2015年度政府和社会资本合...(FBM-CLI.14.6017322).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.625
582,江苏省,2015,江苏省发展和改革委员会转发国家发展和改革委...(FBM-CLI.12.1418723).txt,15,15_改革 委员会_国家 发展_云南省_陕西省政府,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.25
583,江苏省,2015,江苏省发展改革委、国家开发银行江苏分行转发...(FBM-CLI.14.1418711).txt,15,15_改革 委员会_国家 发展_云南省_陕西省政府,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.125
584,江苏省,2015,江苏省政府关于在公共服务领域推广政府和社会...(FBM-CLI.12.1120630).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,1.0
585,江苏省,2015,江苏省财政厅关于报送2015年度政府和社会资本合...(FBM-CLI.14.5011982).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.625
586,江苏省,2015,江苏省财政厅关于政府和社会资本合作(PPP)示范项...(FBM-CLI.12.1022196).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.125
587,江苏省,2015,江苏省财政厅关于江苏省2015年度第二批政府和社...(FBM-CLI.14.5022837).txt,12,12_江苏省_江苏省 财政厅_南京_入库,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.625
588,江苏省,2015,江苏省财政厅关于转发财政部《政府和社会资本...(FBM-CLI.12.5012034).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.25
589,江苏省,2015,江苏省财政厅关于转发财政部《规范政府与社会...(FBM-CLI.12.5012032).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.25
590,江苏省,2015,海门市政府办公室关于印发《海门市推广运用政...(FBM-CLI.14.7977970).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
591,江苏省,2015,淮安市发展和改革委员会关于推进开发性金融支...(FBM-CLI.12.1418710).txt,15,15_改革 委员会_国家 发展_云南省_陕西省政府,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.25
592,江苏省,2015,淮安市发展和改革委员会关于进一步做好政府和...(FBM-CLI.12.1418712).txt,15,15_改革 委员会_国家 发展_云南省_陕西省政府,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.125
593,江苏省,2015,淮安市洪泽区人民政府办公室关于成立县政府和...(FBM-CLI.14.7958643).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
594,江苏省,2015,灌南县人民政府办公室关于成立灌南县政府和社...(FBM-CLI.14.7969779).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
595,江苏省,2015,苏州市政府办公室关于成立苏州市政府与社会资...(FBM-CLI.14.1120699).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
596,江苏省,2015,金坛市人民政府关于推广运用政府和社会资本合...(FBM-CLI.12.7945279).txt,16,16_运营 移交_移交_特许_经营,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
597,江苏省,2015,镇江市人民政府办公室关于推进政府和社会资本...(FBM-CLI.14.1132525).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.625
598,江苏省,2015,高邮市政府办公室转发省财政厅《江苏省关于推...(FBM-CLI.14.8025994).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.0
599,江苏省,2016,关于国家高速公路网新建政府和社会资本合作项...(FBM-CLI.12.8924149).txt,1,1_证券化_资产 证券化_国家 发展_证券,采购交易、合同安排与执行绩效,C1,社会资本采购与竞争配置,0.125
600,江苏省,2016,南京市人民政府关于在公共服务领域推广政府和...(FBM-CLI.12.1156377).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,1.0
601,江苏省,2016,印发江阴市关于推广运用政府和社会资本合作(...(FBM-CLI.12.7884233).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.5
602,江苏省,2016,常州市天宁区政府关于成立政府和社会资本合作...(FBM-CLI.14.7958031).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
603,江苏省,2016,常州市政府关于在公共服务领域推广政府和社会...(FBM-CLI.12.1213895).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.75
604,江苏省,2016,常州市政府办公室关于成立市级推进政府和社会...(FBM-CLI.14.1249880).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
605,江苏省,2016,徐州市云龙区人民政府办公室关于成立政府和社...(FBM-CLI.14.7890408).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
606,江苏省,2016,徐州市铜山区人民政府关于成立铜山区政府和社...(FBM-CLI.14.7889921).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.75
607,江苏省,2016,无锡市财政局关于印发《无锡市政府和社会资本...(FBM-CLI.12.2458812).txt,12,12_江苏省_江苏省 财政厅_南京_入库,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.125
608,江苏省,2016,江苏省财政厅关于2016年度第一批政府和社会资本...(FBM-CLI.14.1205685).txt,12,12_江苏省_江苏省 财政厅_南京_入库,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.75
